ug,gr,gi,gz,petroRad_i,petroR50_i,deVAB_i,fracDev_i
0.2405663,1.181511,1.886776,2.292725,3.452997,1.517046,0.7009716,0.1178298
1.762714,1.759665,2.566425,2.967413,2.415789,1.118857,0.6691103,1.0
1.985849,1.356922,1.850735,2.148298,3.439152,1.606947,0.6526021,1.0
2.016232,1.027815,1.453609,1.839943,4.768918,1.995254,0.5352207,1.0
2.251928,0.7829876,1.187878,1.507942,5.627979,2.635146,0.5753804,0.1197106
1.133018,0.5618534,0.8972015,1.113485,4.739888,2.36677,0.8256983,0.0
1.916538,0.8499441,1.254856,1.558797,9.602279,3.926733,0.8783262,1.0
4.114206,1.724157,2.442997,2.89991,2.809316,1.314915,0.9257464,0.9665475
3.928854,2.134535,3.030863,3.39584,2.96993,2.074421,0.5665957,1.0
1.304029,0.6806831,1.049168,1.321791,4.938725,2.397824,0.6452867,0.01592727
1.913523,1.727167,2.51075,3.032047,3.156723,1.65775,0.7535864,0.9205297
1.094418,1.63405,2.571709,3.036386,3.195939,1.414849,0.7606341,0.9279782
1.850367,1.75798,2.539579,2.997921,2.971004,1.227072,0.71328,0.7249115
1.122669,1.824085,2.497673,2.890976,5.459145,2.11914,0.8394853,1.0
1.653772,0.7399445,1.151434,1.454179,3.722164,1.803601,0.3469623,0.7379153
1.157812,0.5355453,0.871891,1.009628,6.339406,3.100227,0.7659273,0.0
1.891722,1.874237,2.553247,2.937445,3.135096,1.279269,0.9081557,1.0
2.546364,1.82176,2.455524,2.764448,2.999612,1.533368,0.6665802,0.9511539
2.122042,1.050066,1.579851,1.947371,3.688324,1.710455,0.4902244,0.3217056
1.226324,0.5443802,0.8469734,1.029892,7.242496,3.55259,0.4144899,0.0
4.516026,1.580307,2.444479,2.880442,2.870795,1.343685,0.6878346,0.5771533
2.389997,1.628857,2.145779,2.49342,3.608216,1.645928,0.504443,0.9551989
0.7598476,1.781595,2.398836,2.62706,4.77304,1.904527,0.5880693,1.0
4.116943,1.687311,2.303297,2.657356,3.138494,1.433463,0.5434566,0.591574
2.083601,0.9979973,1.442738,1.7947,9.752977,4.177096,0.8103938,1.0
1.299133,0.8392677,1.309904,1.59281,4.044761,1.958834,0.4499747,0.06626407
2.114363,1.391769,1.878788,2.22069,3.357877,1.472061,0.7467677,1.0
1.451733,0.8003769,1.1838,1.479612,6.600846,3.282656,0.6191426,0.02251298
1.933033,1.726183,2.309946,2.687662,3.042077,1.368327,0.538089,1.0
4.510565,1.719671,2.355751,2.724661,3.663497,1.684415,0.8389536,1.0
2.309593,1.577202,2.13319,2.402355,4.143657,1.821311,0.81307,1.0
1.447464,0.812685,1.263497,1.5078,5.009001,1.990762,0.9215451,1.0
1.816145,0.9174061,1.338844,1.656408,5.707515,2.549086,0.5353835,0.7023564
1.735968,0.8983803,1.328257,1.62244,4.042514,1.855333,0.4624028,0.435439
1.217371,0.6591358,1.011293,1.218529,4.938122,2.513676,0.7829446,0.0
2.224463,1.46349,2.030144,2.474056,4.620254,1.945883,0.777796,1.0
1.518585,1.823036,2.373432,2.802845,3.988569,1.535935,0.6500317,1.0
2.442913,1.211508,1.708918,2.061937,3.576692,1.666728,0.3404264,0.8687809
1.960001,0.8395004,1.235719,1.538828,4.251428,1.964979,0.4516598,1.0
2.238552,1.649834,2.267332,2.623398,4.419607,1.961748,0.681001,1.0
1.11849,0.4893723,0.7649937,0.9269333,6.093513,2.80596,0.5830297,0.1128269
1.039717,1.070833,1.54015,1.778458,2.073936,0.9926678,0.8489895,0.4262825
0.8498268,1.533979,2.080511,2.459669,3.892451,1.798472,0.9019049,0.1100681
1.102356,1.394398,1.961386,2.384838,2.569779,1.152648,0.4337384,0.8767611
1.321119,1.263411,1.765572,2.074598,2.275451,1.189708,0.5458874,0.9217659
1.206995,0.6002502,0.9784985,1.218906,3.598931,1.732271,0.6184691,0.1330427
1.599674,1.158195,1.600195,2.154306,2.831912,1.265293,0.3653129,0.2643045
1.165899,1.077387,1.513947,1.786283,3.690948,1.742444,0.6594662,0.4504891
4.891973,2.005117,2.749313,3.220608,5.819394,1.84932,0.5076964,1.0
1.979818,1.036533,1.440754,1.768557,5.282451,2.150758,0.4490004,1.0
2.304234,1.241426,1.702602,2.046314,4.908227,2.136583,0.6991723,1.0
1.030184,1.082674,1.577583,1.910028,4.158673,1.874431,0.4727488,0.6663659
0.9724598,0.4240913,0.6899261,0.766943,5.884023,2.801039,0.7560809,0.4274496
0.2575588,1.439095,1.976871,2.48625,2.939949,1.26534,0.7377285,0.6802406
1.097601,1.094999,1.509039,1.939228,3.618054,1.713546,0.2999903,0.3360118
2.558727,1.464911,1.830244,2.210596,3.657599,2.076117,0.3921806,0.7682458
0.6379089,0.8995113,1.051645,1.229473,4.418021,2.04142,0.7430677,0.03082944
1.825407,0.7667055,1.127544,1.409817,4.248425,1.904078,0.687815,0.8914599
1.562113,0.951025,1.415186,1.738005,4.859489,1.94852,0.411969,1.0
1.473656,1.320917,1.819162,2.150572,2.30793,1.127686,0.4052055,0.8303427
0.9003296,1.035273,1.385216,1.685404,2.769668,1.391937,0.359351,0.3233593
0.7257729,1.510042,2.089548,2.3951,2.981308,1.138835,0.9996685,1.0
1.995083,1.909891,2.812996,3.185234,7.541811,1.914752,0.7993834,1.0
2.025703,0.9585304,1.501118,1.685709,5.04355,2.052646,0.5444991,1.0
1.920614,0.9559288,1.471413,1.819069,4.186474,2.102926,0.2890303,0.3565457
1.431833,1.616249,2.180397,2.496441,4.674997,1.693363,0.8614498,1.0
1.799677,0.9888496,1.460852,1.730196,7.226601,2.860807,0.4567885,0.9926878
1.10944,1.096571,1.562059,1.762388,3.422273,1.528478,0.6462236,0.407254
1.01248,1.438221,1.930208,2.21315,2.366638,1.003888,0.4057606,0.5481087
0.7665482,1.432272,1.99967,2.360996,2.588692,1.222948,0.9449121,0.7863095
0.7619896,1.32181,1.874041,2.180202,2.846936,1.381244,0.8379707,0.324922
1.19265,0.6053352,1.022291,1.186047,5.152946,1.912868,0.7169861,1.0
1.505411,0.8191261,1.249243,1.517735,5.088687,2.387072,0.4171885,0.3291522
1.267664,0.7093086,1.140928,1.28767,3.796609,1.646219,0.851272,0.9103948
1.847094,0.803566,1.196709,1.469496,7.232323,2.667989,0.7194859,1.0
0.4163399,1.571213,2.105387,2.302061,2.256436,1.027389,0.681339,1.0
1.511761,0.7474861,1.200851,1.455736,3.825027,1.775338,0.361297,0.2934183
1.697889,0.9225082,1.402666,1.704634,4.172075,1.739215,0.7698097,1.0
2.118576,1.014992,1.480463,1.815954,2.512685,1.165115,0.9125691,0.9750607
0.8737431,0.9949951,1.342802,1.630833,3.746116,1.70212,0.6172879,0.1927392
0.9935722,1.51079,2.11289,2.530052,2.617192,1.311949,0.7328178,0.826844
0.9846058,0.9210567,1.320671,1.752657,2.435299,1.212584,0.8572947,0.0
1.877293,0.6052265,0.913887,1.08921,9.429916,4.157948,0.247917,0.0
1.062868,0.5394993,0.8379326,0.973856,6.290526,2.879026,0.8229505,0.4902249
2.015522,0.9828377,1.455975,1.895505,5.271714,2.219576,0.218855,0.6745018
1.975359,1.052731,1.457083,1.751503,3.50839,1.753495,0.7632688,1.0
1.500362,0.7863064,1.182167,1.447382,4.384322,2.1803,0.4777489,0.2175242
2.046001,1.148823,1.59293,1.864384,3.592042,1.627913,0.5405663,1.0
1.610701,1.508011,2.075315,2.223829,2.43907,1.126915,0.4276379,0.6082298
1.775844,0.8144045,1.21239,1.539553,10.11075,4.196116,0.7296399,1.0
1.374424,0.9005222,1.352472,1.640276,4.158331,1.814831,0.73339,0.5597067
1.339504,0.6214991,0.9415569,1.159694,21.30116,9.995288,0.7255705,0.5846726
1.466166,0.8472214,1.231952,1.504697,4.58743,2.134007,0.8813005,0.6814089
0.6240768,1.17942,1.558706,1.974468,2.50141,1.239536,0.6118476,0.9101542
0.6363869,1.202042,1.704981,2.098547,3.68084,1.790948,0.5361293,0.313617
1.01819,0.5151291,0.8800869,1.0466,5.239562,2.395567,0.7515002,0.2266409
1.067373,1.100988,1.578806,1.978151,1.957601,0.9562022,0.6077079,0.9523177
1.207598,1.15233,1.548807,2.041943,2.733653,1.238968,0.8504441,0.992175
0.5391693,0.9441929,1.376419,1.507797,2.402635,1.127462,0.1849121,0.0
0.654274,0.9052162,1.270128,1.513649,2.541771,1.257574,0.6535181,0.09567984
0.9956779,1.101639,1.517574,1.904779,2.685236,1.237508,0.5024235,0.8697524
1.917036,0.9996204,1.421049,1.739364,4.367286,1.891422,0.8448524,1.0
2.04438,1.011285,1.429748,1.788064,6.422048,2.862277,0.899461,1.0
1.464544,0.8879948,1.321037,1.614248,5.916525,2.570883,0.4858932,0.9011339
0.7037811,0.2364521,0.3355656,0.3556614,6.153768,2.880523,0.4086774,0.0
0.9560261,1.249302,1.715008,2.127523,3.958572,1.671391,0.6564606,0.5363483
1.784624,0.8485374,1.217075,1.516359,3.984741,1.771512,0.8737518,1.0
1.568405,0.8491611,1.251118,1.544054,3.326957,1.571708,0.5670092,0.7235124
1.765421,1.291662,1.762663,2.073145,5.511939,2.129775,0.64068,1.0
0.8652573,1.074625,1.338703,1.682928,2.791831,1.332306,0.7157955,0.0
0.8910313,0.3935452,0.5993824,0.6842747,9.856277,4.72194,0.5699985,0.0
2.588705,1.718906,2.342369,2.83469,4.150949,1.57513,0.7498667,1.0
0.5478306,0.9794807,1.386211,1.628998,3.729439,1.892398,0.649981,0.0
1.170382,1.340847,1.907162,2.249275,1.904197,1.161116,0.3755643,0.8065917
2.258547,0.9995232,1.44174,1.758675,2.647762,1.122774,0.3163019,1.0
1.554323,0.8478298,1.357355,1.691236,6.539644,2.993895,0.1871262,0.1074778
1.267988,1.180876,1.656866,1.949499,2.507652,1.142634,0.8446068,1.0
2.295811,1.379204,1.931179,2.305143,4.843319,2.06981,0.8391914,1.0
1.028795,1.15889,1.616167,1.990175,4.335561,1.796883,0.7856109,1.0
1.338537,1.069807,1.531796,1.914249,5.176479,2.130211,0.6781244,0.8865533
0.8124428,1.209419,1.731001,2.042934,3.508922,1.637976,0.9998192,0.6025641
1.676058,1.274307,1.779047,2.197914,2.47446,1.212214,0.2780641,0.436516
1.50038,1.375443,1.879511,2.279438,2.456851,1.036291,0.4974529,1.0
1.664099,0.7402954,1.104937,1.332617,3.634574,1.639899,0.6900857,0.6827891
1.40419,1.404228,1.915533,2.223549,2.57161,1.203185,0.9996932,0.980857
2.250717,1.459013,2.07341,2.473457,4.67259,2.331396,0.7103906,1.0
1.012455,1.161034,1.569386,2.088526,3.134537,1.330435,0.4570682,0.8839938
1.338968,0.7702579,1.21454,1.474331,4.270041,1.855856,0.5296515,1.0
1.869257,0.954668,1.362398,1.682198,6.031434,2.379671,0.9590475,1.0
1.823177,0.9920731,1.407709,1.700463,6.233927,2.613625,0.8853312,0.7711082
1.957741,0.9477997,1.385181,1.708044,4.777616,2.117522,0.5922598,0.6882276
0.4479771,1.369835,1.925579,2.305502,3.508466,1.502407,0.5010643,0.4810789
1.744228,0.9956627,1.424856,1.759663,4.622116,1.971227,0.906655,1.0
1.979103,0.9401493,1.364185,1.701441,3.890397,1.614015,0.9999003,1.0
0.4737415,0.6578102,1.064627,1.545996,2.901525,1.244882,0.3053435,1.0
0.9756908,1.256512,1.6432,2.035618,3.263213,1.665443,0.7176998,0.0
0.7973213,1.244303,1.727888,1.966864,7.217525,1.668412,0.9934996,1.0
1.833212,1.776054,2.370865,2.72002,4.311543,1.788522,0.7498785,0.6761658
1.877827,1.022953,1.484184,1.841232,3.272705,1.468138,0.6581284,1.0
1.81436,0.8133869,1.229468,1.544403,14.09586,6.788056,0.7593772,1.0
0.910675,1.469395,2.035688,2.32049,2.468744,1.263211,0.5148249,0.3194544
4.140865,1.665899,2.438457,3.00902,4.595915,1.759911,0.8416656,1.0
1.133144,0.3919201,0.5513077,0.6066208,1.835227,0.9378515,0.1820324,0.0
1.782063,0.814909,1.218498,1.458759,32.03257,13.83428,0.4167816,0.3548783
1.94982,1.659061,2.270611,2.647873,4.296485,1.838541,0.9146333,1.0
1.761501,1.266785,1.771973,2.135899,3.861361,1.657896,0.7575731,1.0
1.731371,0.9078484,1.358942,1.679575,3.79165,1.69301,0.5261896,1.0
1.825752,0.8060398,1.198107,1.508876,6.3991,2.537961,0.8745979,1.0
1.135649,0.4774094,0.7920437,0.9530773,4.450634,2.18226,0.8863433,0.0
1.843716,0.9098969,1.332165,1.692865,4.866137,2.165854,0.6787048,0.791715
0.9854336,0.469841,0.8383389,1.019785,3.673341,1.731611,0.9000545,0.3025968
1.819363,0.791357,1.105299,1.313995,2.65295,1.250274,0.6012385,0.8501063
1.699734,0.9201107,1.314281,1.646832,2.405362,1.134732,0.4026606,1.0
1.451496,0.8187714,1.239342,1.554605,5.49242,2.370655,0.4720799,1.0
1.323605,0.6901207,1.095371,1.34329,2.930113,1.396894,0.9230492,0.5780358
1.790829,0.9749317,1.382753,1.730223,6.738097,2.876181,0.4519776,0.9497467
1.404474,0.7145138,1.072914,1.342287,5.211687,2.492402,0.7320046,0.2606209
-0.779604,3.64967,4.082941,4.466059,3.179192,1.457348,0.3141698,0.9100099
2.007093,1.354103,1.877279,2.228632,3.851583,1.873271,0.8927034,0.7281807
1.887762,1.18038,1.637249,1.976053,5.34476,2.216459,0.9542637,1.0
1.600883,0.888792,1.346516,1.693052,5.578728,2.392642,0.3450931,0.9824634
1.653887,0.8567715,1.252562,1.551474,5.169829,2.445631,0.887252,0.2649287
0.6924896,0.5128498,0.9010124,1.009672,2.389879,1.252062,0.7858163,0.3714413
1.801855,0.8401508,1.24283,1.559546,8.175273,3.045655,0.8433998,1.0
1.225935,0.6851368,1.080853,1.350368,7.227284,3.383907,0.5516598,0.2545741
1.388363,0.5874081,0.9165087,1.137418,12.31466,5.544734,0.7499983,0.2127534
5.146137,1.761847,2.35895,2.783249,3.689965,1.685376,0.5623685,1.0
1.778599,0.8162975,1.257614,1.589884,5.915329,2.44084,0.4450376,0.6814824
1.050407,0.4656334,0.700449,0.804451,3.787475,1.581587,0.4287354,1.0
1.877529,1.03554,1.479004,1.838556,6.743479,2.598781,0.8485149,1.0
6.000799,1.743006,2.37076,2.673971,6.912743,2.783709,0.6245326,1.0
1.794292,1.00251,1.372616,1.68783,3.052174,1.393604,0.7412941,1.0
1.289694,0.6664677,1.043903,1.312342,3.796223,1.829031,0.6594931,0.5769085
1.244707,0.739193,1.144062,1.421814,5.412626,2.534178,0.4512369,0.0
2.070377,1.502384,2.076151,2.372709,5.933583,2.334635,0.6756601,1.0
1.170822,0.5493488,0.8755016,0.9502506,6.888729,3.204452,0.5368552,0.0
1.462194,0.6475372,0.9160633,1.089067,1.776981,0.8756017,0.2385971,0.0
1.429918,0.730237,1.089067,1.361882,19.16757,9.374463,0.8229909,0.1312184
0.7826099,0.2560158,0.3635006,0.4992924,22.48011,9.849252,0.4514916,0.7181217
2.625629,1.385145,1.989714,2.329687,8.678787,3.42866,0.7365015,1.0
1.881374,1.351959,1.892277,2.225611,5.087831,2.166901,0.6753659,1.0
1.929989,0.9209003,1.358111,1.65502,3.371959,1.518787,0.3311673,1.0
1.96113,0.8638287,1.238643,1.387982,2.197255,1.018125,0.09997492,0.8900347
1.247858,0.6265774,1.01535,1.262878,5.851896,2.813384,0.9851659,0.3957408
1.59807,0.6525688,0.9763165,1.223692,3.517941,1.526052,0.8260427,1.0
1.867465,0.7627735,1.17056,1.396438,22.6038,10.13535,0.5096251,0.9163946
1.356302,0.8582973,1.274717,1.624781,6.585764,2.831422,0.5283403,1.0
1.852488,1.10145,1.517963,1.870085,4.000802,1.850311,0.9620089,1.0
1.322886,0.4654083,0.7342968,0.9110565,6.100408,2.834359,0.5574442,0.4803147
1.178602,0.4811497,0.7689848,0.9413338,5.238909,2.522099,0.5915148,0.2477508
3.639038,1.97097,2.640017,2.941895,3.227913,1.549878,0.747887,0.9022896
1.171198,0.5006027,0.7934361,0.9344769,8.5731,3.720244,0.8999819,0.06358966
1.143606,0.5075598,0.7803469,1.019498,12.31646,5.405466,0.3754717,0.3454517
2.273113,1.742495,2.355249,2.712236,5.06589,1.891337,0.7001303,1.0
1.777224,0.986784,1.396109,1.72256,4.631401,2.012355,0.7490207,1.0
2.837051,1.790794,2.370842,2.714712,4.845404,2.051074,0.8364589,0.945228
0.4928417,0.4067669,0.8160515,0.9403257,3.93692,1.625208,0.8600409,1.0
3.082331,1.43392,2.146755,2.569822,1.722939,0.877066,0.0570788,0.0
1.310608,0.6252918,0.9991035,1.254831,4.972814,2.195382,0.6721324,0.9419363
1.162762,0.3786259,0.6179829,0.7351322,8.836887,3.734195,0.2245604,0.4632088
1.651358,1.853548,2.513205,2.987791,4.344035,1.893799,0.8168151,1.0
1.265181,0.5751057,0.8862705,1.1044,8.379168,4.148984,0.8595297,0.105073
2.150034,1.122963,1.57489,1.955996,4.832855,2.024891,0.7744403,1.0
1.120546,0.4166775,0.6268387,0.733736,6.758275,3.066232,0.7827752,0.2652892
2.337982,1.803856,2.479044,3.020954,2.50825,1.336468,0.7181331,1.0
1.306735,0.6583395,1.012915,1.293285,7.722561,3.270194,0.9365947,0.9586838
1.111465,0.5111485,0.779151,0.9921265,7.900128,3.534997,0.6208099,0.4917274
0.9586239,0.3932114,0.7206211,0.8992043,4.788379,2.41356,0.6317441,0.0
1.868996,0.6633224,1.080572,1.315832,5.123142,2.435251,0.9035175,0.155649
2.048742,0.8033009,1.225859,1.560073,6.537887,3.086938,0.2697535,0.0
1.423103,0.7026234,1.09076,1.413082,10.87308,4.980513,0.2975683,0.117002
3.904556,1.61401,2.401169,2.785955,4.26542,1.776119,0.664996,0.9700311
1.97229,0.6509571,1.119158,1.125547,7.829954,3.676886,0.3994432,0.1421091
1.179388,0.7902527,1.228083,1.501068,5.086983,2.363537,0.3974501,0.0
2.002094,1.097574,1.547091,1.911604,4.344462,1.959972,0.6599765,1.0
1.627323,0.9212284,1.344177,1.697727,2.997404,1.435577,0.5003898,0.6470164
1.702089,1.530235,2.138157,2.368454,7.05721,2.719743,0.6626076,1.0
1.846769,0.906292,1.293564,1.615593,4.505965,1.98879,0.2189237,0.5995902
1.271229,0.5818424,0.975378,1.210245,4.400733,2.102757,0.4877837,0.01792949
1.100927,0.3367748,0.5474224,0.7371807,6.548025,3.094167,0.59651,0.09388873
1.847298,0.9506111,1.35129,1.711519,3.079928,1.396171,0.8524522,1.0
3.352465,1.552519,2.096912,2.4275,4.193264,1.894526,0.5097081,0.5258183
1.926698,0.8291426,1.21542,1.553888,5.251139,2.37282,0.4818808,1.0
1.837755,1.039484,1.515499,1.866035,3.076645,1.407472,0.4317674,0.9812011
1.957739,1.060249,1.512772,1.889575,7.126041,2.979983,0.9361233,1.0
2.040224,1.047018,1.497195,1.825315,8.625593,3.327808,0.7959533,1.0
1.396194,0.8369713,1.302107,1.629442,3.682007,1.617404,0.5722666,1.0
1.927368,1.108656,1.548525,1.950714,2.921739,1.279654,0.3175703,0.9979581
2.336401,1.123632,1.608448,1.949114,3.693047,1.593264,0.5364965,1.0
1.919704,0.9678574,1.404419,1.770348,3.751317,1.573111,0.6002243,1.0
2.094913,1.124123,1.762629,2.166153,2.829451,1.419853,0.2736942,0.3516882
1.786259,1.23839,1.762323,2.140518,4.843562,2.099167,0.7836378,1.0
2.130121,1.137754,1.638449,2.067755,4.259151,1.937584,0.1897736,0.2996252
0.956274,0.413166,0.7136555,0.8784752,4.047707,1.991767,0.5992257,0.0
1.450308,0.9313965,1.341232,1.675949,7.000775,3.374939,0.7811479,0.4428881
2.045071,1.067022,1.507989,1.864027,8.573948,3.280358,0.7884672,1.0
1.358065,0.6146812,0.9724541,1.178223,4.058281,1.984023,0.7135349,0.2489761
2.401714,1.785055,2.533049,2.927219,5.774499,2.420588,0.7591642,1.0
0.2075577,1.761511,2.650925,3.116899,2.573349,1.439316,0.8180792,1.0
1.539429,1.784451,2.485975,2.792191,5.669075,2.021416,0.8923807,1.0
1.910864,0.943325,1.389424,1.733869,7.396636,3.346758,0.8227753,0.8228415
2.063889,1.059265,1.521309,1.886385,3.408291,1.578766,0.7116387,0.8720731
2.485207,1.521418,2.301033,2.707727,5.376145,2.220858,0.8050146,1.0
0.6224003,0.3180714,0.4498787,0.3094349,3.049948,1.465801,0.4411291,0.6822392
1.742533,0.9377766,1.314844,1.601716,4.909137,2.112653,0.8638991,1.0
1.900473,1.005491,1.430994,1.803317,6.68043,2.706547,0.8192562,1.0
1.77368,0.7810574,1.140106,1.436251,3.236763,1.533356,0.4288608,0.8867097
1.132292,0.5516605,0.9158211,1.142538,4.764425,2.195759,0.5481125,0.6830982
5.031786,1.607687,2.573046,2.800329,4.063228,1.909223,0.3679605,0.7271766
1.212887,1.568142,2.332882,2.732227,5.044426,2.029129,0.3432674,1.0
3.470762,1.482721,2.051266,2.375538,5.031394,2.020521,0.8587101,1.0
1.02861,0.4323959,0.7445145,0.8380947,5.76458,2.76721,0.6100478,0.0
1.379677,1.740629,2.352215,2.668226,2.95822,1.364032,0.7247269,1.0
2.418381,1.832962,2.42148,2.766249,2.86893,1.288523,0.5540023,1.0
1.577705,0.9705849,1.478485,1.899959,5.572633,2.532086,0.2106852,0.4576705
1.879869,0.886961,1.290482,1.604094,4.588621,1.877846,0.7809512,1.0
2.632202,1.418627,1.944761,2.346157,5.462895,2.373583,0.7609913,1.0
1.895466,0.8964157,1.308228,1.633379,4.755266,2.105551,0.6820415,1.0
1.916107,0.9212246,1.340414,1.664374,5.656728,2.376835,0.8965452,1.0
0.2298508,0.4752026,0.6768112,1.13806,2.291526,1.10566,0.8546982,0.848457
1.804222,0.9630623,1.390858,1.739693,4.273508,1.853744,0.7212892,1.0
0.7851639,1.772009,2.431959,2.760536,2.485621,1.382395,0.4289451,0.9612554
1.334496,1.488573,2.415123,2.880238,3.305902,1.753963,0.6681926,0.979889
1.413288,1.679859,2.336121,2.712498,4.431298,1.908632,0.8616745,1.0
1.344276,0.6587677,1.072411,1.307087,5.304296,2.183371,0.6144414,1.0
1.99032,1.431646,1.971359,2.28425,2.765726,1.436409,0.7060227,1.0
1.935741,1.666071,2.36961,2.712528,3.639222,1.598311,0.6525466,1.0
1.893429,1.306147,2.205635,2.646976,7.096852,1.787369,0.7890339,1.0
2.069395,0.8396378,1.330454,1.706972,2.111831,1.045994,0.09992746,0.0
0.80686,0.2452965,0.5293427,0.5643559,3.979587,1.729438,0.2818512,0.8048061
1.109032,0.4728508,0.7779579,0.9386673,4.187465,2.059004,0.5505683,0.01945902
1.97364,1.037884,1.51018,1.914718,5.198799,2.2584,0.6615449,0.8487354
1.06238,1.429527,2.174366,2.520859,11.30769,2.013645,0.5067499,0.8049168
1.164833,1.411743,2.250475,2.517071,4.202343,1.809487,0.9734354,1.0
1.191525,1.806904,2.435389,2.865978,3.454499,1.580658,0.4893767,0.9425313
1.657306,0.7109594,1.073647,1.336443,21.46808,10.06045,0.7863198,0.6729224
2.245104,1.340925,1.845039,2.184313,3.632386,1.644725,0.8161988,0.8838938
2.643093,1.670898,2.347849,2.622797,2.750496,1.576291,0.8080835,1.0
1.158834,1.59754,2.396385,2.72044,3.174257,1.268305,0.3998519,0.9254367
4.285271,1.845161,2.837297,3.353642,4.115905,2.34383,0.4398726,0.2071151
1.877775,0.8652887,1.264933,1.58627,6.894017,3.276823,0.6533755,1.0
2.558891,1.768269,2.368654,2.68552,3.667512,1.600902,0.6372983,0.9469151
4.771353,1.400608,2.300516,2.931934,3.763001,1.869132,0.8498217,0.4528592
4.045868,1.939554,2.637451,3.010134,2.946072,1.724807,0.7033955,1.0
1.9231,0.8484879,1.252045,1.542849,3.477291,1.595592,0.7060954,1.0
1.391338,0.9597816,1.602169,2.054808,5.541236,2.489942,0.7566153,0.9826522
1.55191,1.640858,2.606581,3.047182,5.211439,2.187577,0.6608288,1.0
1.357389,0.855093,1.26276,1.57258,5.281995,2.464128,0.5157371,0.05421685
1.730881,1.043419,1.518435,1.884529,7.319552,3.043645,0.6233314,1.0
1.57452,0.7861423,1.154016,1.44647,3.281164,1.590223,0.4907001,0.817396
1.866632,0.9141588,1.331954,1.671195,6.01216,2.573907,0.9607218,1.0
0.3245735,0.4491043,0.861763,1.087721,2.496059,1.175195,0.6935441,1.0
2.475189,1.50098,2.247818,2.625553,3.032256,1.420195,0.7712091,0.1744634
1.273987,1.316002,1.909739,2.229765,3.581802,1.756122,0.5240881,0.0
1.941668,0.8766537,1.284817,1.601242,4.336131,1.88604,0.6738272,1.0
1.870878,0.8909664,1.293064,1.640228,4.002727,1.838321,0.4461141,0.9229729
1.83589,0.8959484,1.307446,1.636478,3.81827,1.737872,0.5698804,0.9208005
1.897024,0.8934059,1.323627,1.64747,5.52832,2.390059,0.6365978,1.0
2.02248,0.9234848,1.356024,1.713526,2.789018,1.30655,0.8452291,1.0
2.919744,1.410084,2.311493,2.815287,2.593077,1.14262,0.3551889,1.0
1.976797,0.9566383,1.394248,1.671487,20.09213,8.491731,0.7923173,1.0
1.931948,0.9436455,1.35965,1.662636,4.59432,2.014502,0.9554805,0.908832
1.894705,0.9420166,1.366957,1.701085,4.231059,1.849336,0.7667838,1.0
1.803919,0.922369,1.346869,1.657228,6.199576,2.537367,0.643414,0.9747358
11.67344,0.9480495,-1.23218,1.983764,2.970569,2.678147,0.7176936,1.0
1.933344,1.111443,1.595161,1.920137,4.391196,1.946978,0.9997962,1.0
1.900158,1.079155,1.533962,1.874895,4.556859,2.027956,0.650603,1.0
1.850317,0.8826981,1.308928,1.60817,3.541094,1.699105,0.328813,0.884638
1.200413,1.041769,1.518116,1.863508,3.023745,1.417267,0.7490211,1.0
0.9221859,2.055199,2.79471,3.22526,6.971134,1.911152,0.7122449,1.0
2.091881,1.720139,2.518991,2.738308,3.295311,1.383159,0.5785256,1.0
1.636473,1.731417,2.589439,3.017324,9.962575,1.503557,0.7673493,0.9199134
2.202885,1.71995,2.321062,2.735586,4.319621,1.954912,0.8488664,1.0
3.184336,1.926142,2.822313,3.265779,3.312667,0.655713,0.5407872,0.3243128
0.340826,1.054256,1.750061,2.07662,3.474167,2.090521,0.6000194,0.7612892
2.221539,1.270128,1.993525,2.319891,6.916316,2.140334,0.8315598,0.993281
2.711222,1.634769,2.464413,2.779039,2.823587,1.432361,0.6505578,0.7513306
2.060837,1.817326,2.705614,3.146326,3.915655,1.784131,0.7059625,0.8316931
2.131695,1.913288,2.646765,3.1073,2.928292,1.483041,0.9039988,1.0
3.654676,1.742002,2.417953,2.949089,2.757855,1.323485,0.7805269,0.8092801
0.4416733,2.024296,2.633778,3.212624,2.930615,1.344675,0.558813,0.6834564
1.4825,1.634773,2.398834,2.846231,2.5415,1.205257,0.5897315,0.5653839
6.213877,1.754375,2.542305,2.98395,3.94267,1.797877,0.8695017,0.9919139
2.562193,1.745621,2.533096,3.017632,4.034421,2.002457,0.8078314,0.8356279
2.913006,1.699699,2.406919,2.86722,4.206834,2.05921,0.6445534,1.0
3.566872,1.688828,2.575096,3.060385,2.646222,1.292129,0.9997823,0.7423056
2.976669,1.682537,2.782127,3.276171,4.52699,1.595112,0.8522293,0.9949422
2.800524,1.692425,2.268265,2.627756,5.332196,1.894103,0.8027201,1.0
1.831518,0.8355713,1.294327,1.638938,7.004478,3.15116,0.3903558,0.7191545
1.503727,1.761524,2.630951,3.169407,6.424051,2.089083,0.9733588,1.0
1.745619,1.035767,1.452785,1.811457,5.601643,2.61523,0.8005626,0.4961209
3.391249,1.157087,1.959717,2.367201,4.600941,1.983469,0.9970731,0.4427166
1.451241,0.6804657,1.116896,1.313679,6.490256,2.727986,0.2558008,0.8898711
1.718214,0.8301487,1.236868,1.50639,4.628464,2.056973,0.5247306,0.518037
1.862633,1.265848,1.737858,2.049831,4.588077,1.982021,0.9746348,1.0
